country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",28-11-2025 11:00:00,17.417094,78.457437,OZONE,9,53,25
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",28-11-2025 11:00:00,17.349694,78.451437,NO2,17,37,27
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",28-11-2025 11:00:00,17.349694,78.451437,SO2,3,4,4
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",28-11-2025 11:00:00,17.349694,78.451437,OZONE,22,25,23
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",28-11-2025 11:00:00,23.8175497,91.2726974,NH3,2,4,3
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",28-11-2025 11:00:00,23.8175497,91.2726974,SO2,28,29,28
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",28-11-2025 11:00:00,27.23711,78.01936,NO2,31,35,35
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",28-11-2025 11:00:00,27.23711,78.01936,OZONE,8,9,8
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",28-11-2025 11:00:00,28.646233,77.358075,NH3,8,11,9
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",28-11-2025 11:00:00,28.757294,77.278792,PM2.5,218,500,424
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28-11-2025 11:00:00,28.685382,77.453839,PM2.5,94,361,281
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28-11-2025 11:00:00,28.685382,77.453839,PM10,124,400,215
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28-11-2025 11:00:00,28.685382,77.453839,NO2,82,201,125
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",28-11-2025 11:00:00,28.6603346,77.3572563,PM2.5,146,470,291
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",28-11-2025 11:00:00,28.6603346,77.3572563,SO2,2,45,16
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",28-11-2025 11:00:00,28.38910936,79.42963708,PM10,35,153,97
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",28-11-2025 11:00:00,28.38910936,79.42963708,OZONE,NA,NA,NA
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",28-11-2025 11:00:00,27.168897,78.37696,NH3,2,2,2
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",28-11-2025 11:00:00,28.646233,77.358075,PM2.5,191,462,345
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",28-11-2025 11:00:00,28.646233,77.358075,NO2,28,145,81
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",28-11-2025 11:00:00,27.19862,77.92066,PM10,111,301,160
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",28-11-2025 11:00:00,27.19862,77.92066,SO2,9,20,12
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",28-11-2025 11:00:00,28.964949,77.278761,PM2.5,123,403,278
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",28-11-2025 11:00:00,28.964949,77.278761,SO2,15,48,25
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",28-11-2025 11:00:00,28.359581,79.414455,PM2.5,1,49,24
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",28-11-2025 11:00:00,27.106972,78.000111,NH3,6,7,6
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",28-11-2025 11:00:00,27.106972,78.000111,SO2,15,42,29
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",28-11-2025 11:00:00,27.106972,78.000111,OZONE,14,18,17
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",28-11-2025 11:00:00,27.19865833,78.00598056,PM10,67,180,126
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",28-11-2025 11:00:00,27.19865833,78.00598056,SO2,15,17,16
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",28-11-2025 11:00:00,27.169338,78.03582,PM10,92,295,159
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",28-11-2025 11:00:00,28.725645,77.749675,OZONE,7,43,22
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",28-11-2025 11:00:00,25.4547,78.6039,NH3,4,4,4
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",28-11-2025 11:00:00,25.4547,78.6039,CO,19,103,38
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",28-11-2025 11:00:00,26.428282,80.327067,PM10,44,216,111
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",28-11-2025 11:00:00,26.428282,80.327067,SO2,14,27,21
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",28-11-2025 11:00:00,26.730136,83.433859,NO2,11,12,12
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",28-11-2025 11:00:00,28.47272,77.482,OZONE,2,143,11
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28-11-2025 11:00:00,28.557054,77.453663,PM2.5,178,500,382
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",28-11-2025 11:00:00,28.2348927,77.8683002,PM10,73,436,206
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",28-11-2025 11:00:00,26.86812,81.005119,SO2,9,12,10
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28-11-2025 11:00:00,28.557054,77.453663,SO2,13,44,26
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28-11-2025 11:00:00,28.557054,77.453663,OZONE,3,153,11
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",28-11-2025 11:00:00,25.425602,81.917152,NH3,5,5,5
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",28-11-2025 11:00:00,25.425602,81.917152,CO,31,104,66
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",28-11-2025 11:00:00,25.494,81.863,SO2,27,42,32
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",28-11-2025 11:00:00,25.44919916,81.82735986,PM2.5,66,303,150
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",28-11-2025 11:00:00,25.3505986,82.9083074,NO2,82,110,92
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",28-11-2025 11:00:00,25.3505986,82.9083074,CO,4,24,12
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",28-11-2025 11:00:00,25.301778,82.996789,NO2,7,8,8
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",28-11-2025 11:00:00,23.697936,86.944395,NO2,8,27,17
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",28-11-2025 11:00:00,23.697936,86.944395,NH3,3,4,3
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",28-11-2025 11:00:00,23.618183,87.105718,PM2.5,40,278,164
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",28-11-2025 11:00:00,23.618183,87.105718,CO,22,112,86
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",28-11-2025 11:00:00,23.616515,87.119133,NH3,5,6,5
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",28-11-2025 11:00:00,23.616515,87.119133,SO2,4,20,7
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",28-11-2025 11:00:00,22.7605581,88.3617589,NH3,6,12,10
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",28-11-2025 11:00:00,26.906111,80.948222,PM10,11,288,140
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",28-11-2025 11:00:00,26.906111,80.948222,NO2,21,27,24
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",28-11-2025 11:00:00,26.906111,80.948222,OZONE,10,79,22
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",28-11-2025 11:00:00,26.90723,80.98579,PM2.5,29,184,78
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",28-11-2025 11:00:00,26.90723,80.98579,PM10,39,143,85
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",28-11-2025 11:00:00,26.90723,80.98579,SO2,41,43,42
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",28-11-2025 11:00:00,26.8458805,80.9365541,NH3,12,19,16
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",28-11-2025 11:00:00,26.8458805,80.9365541,OZONE,9,70,27
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",28-11-2025 11:00:00,29.2124114,78.9611753,PM2.5,NA,NA,NA
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",28-11-2025 11:00:00,29.2124114,78.9611753,PM10,NA,NA,NA
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",28-11-2025 11:00:00,29.2124114,78.9611753,NO2,NA,NA,NA
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",28-11-2025 11:00:00,29.2124114,78.9611753,SO2,NA,NA,NA
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",28-11-2025 11:00:00,23.685297,86.945968,NH3,2,9,5
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",28-11-2025 11:00:00,23.685297,86.945968,SO2,12,27,17
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",28-11-2025 11:00:00,23.685297,86.945968,OZONE,15,61,27
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28-11-2025 11:00:00,28.83526,78.7446,PM2.5,21,100,66
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28-11-2025 11:00:00,28.83526,78.7446,NO2,29,29,29
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28-11-2025 11:00:00,28.83526,78.7446,NH3,5,5,5
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28-11-2025 11:00:00,28.83526,78.7446,CO,38,62,51
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28-11-2025 11:00:00,28.88528,78.7388,NO2,16,16,16
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28-11-2025 11:00:00,28.88528,78.7388,SO2,20,35,23
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28-11-2025 11:00:00,28.88528,78.7388,OZONE,14,38,17
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",28-11-2025 11:00:00,28.5447608,77.3231257,NH3,22,34,26
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",28-11-2025 11:00:00,28.6245479,77.3577104,NO2,37,107,56
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",28-11-2025 11:00:00,28.5898,77.3101,PM2.5,310,439,392
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",28-11-2025 11:00:00,25.425602,81.917152,PM2.5,66,226,143
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",28-11-2025 11:00:00,25.301778,82.996789,SO2,24,29,27
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",28-11-2025 11:00:00,25.262326,82.995408,NH3,1,5,3
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",28-11-2025 11:00:00,25.262326,82.995408,SO2,30,33,31
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",28-11-2025 11:00:00,25.32393,82.99687,SO2,30,34,33
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",28-11-2025 11:00:00,28.802625,78.753728,SO2,32,36,34
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",28-11-2025 11:00:00,28.5447608,77.3231257,PM2.5,306,500,415
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",28-11-2025 11:00:00,28.999264,77.7590354,NH3,1,5,3
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",28-11-2025 11:00:00,29.06351,77.709723,PM2.5,77,359,259
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",28-11-2025 11:00:00,23.567923,87.306843,PM2.5,34,139,76
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",28-11-2025 11:00:00,23.567923,87.306843,CO,30,93,58
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",28-11-2025 11:00:00,23.567923,87.306843,OZONE,17,81,34
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",28-11-2025 11:00:00,23.508764,87.35444,NO2,17,32,22
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB (Formerly known as Sidhu Kanhu Indoor Stadium)",28-11-2025 11:00:00,23.549395,87.300496,NO2,22,29,25
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",28-11-2025 11:00:00,22.06047,88.109737,PM2.5,88,268,177
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",28-11-2025 11:00:00,22.06047,88.109737,PM10,83,191,123
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",28-11-2025 11:00:00,22.06047,88.109737,NO2,12,53,25
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",28-11-2025 11:00:00,22.06047,88.109737,NH3,2,4,3
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",28-11-2025 11:00:00,22.629801,88.352017,PM10,77,382,183
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",28-11-2025 11:00:00,22.629801,88.352017,NH3,7,13,10
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",28-11-2025 11:00:00,22.554954,88.292568,OZONE,4,38,8
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",28-11-2025 11:00:00,22.611968,88.347422,PM2.5,64,322,187
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",28-11-2025 11:00:00,22.611968,88.347422,SO2,2,20,14
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",28-11-2025 11:00:00,22.611968,88.347422,OZONE,9,28,14
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",28-11-2025 11:00:00,22.5687319,88.2797276,CO,1,98,15
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",28-11-2025 11:00:00,22.5367507,88.3638022,PM10,66,214,141
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",28-11-2025 11:00:00,22.58157048,88.41002457,CO,58,116,108
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",28-11-2025 11:00:00,22.55664,88.342674,SO2,11,37,14
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",28-11-2025 11:00:00,22.55664,88.342674,CO,16,113,84
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",28-11-2025 11:00:00,22.627847,88.380669,PM2.5,29,252,130
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",28-11-2025 11:00:00,22.627847,88.380669,NH3,12,15,13
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",28-11-2025 11:00:00,22.51106,88.35142,NO2,42,224,146
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",28-11-2025 11:00:00,22.51106,88.35142,NH3,8,41,22
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",28-11-2025 11:00:00,22.5448082,88.3403691,OZONE,6,59,16
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",28-11-2025 11:00:00,26.6879226,88.4152495,CO,24,90,34
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",28-11-2025 11:00:00,25.204762,85.51496,PM10,31,80,53
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",28-11-2025 11:00:00,25.56752,83.966379,PM2.5,72,257,155
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",28-11-2025 11:00:00,25.56752,83.966379,CO,21,28,25
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",28-11-2025 11:00:00,25.7808257,84.7446768,SO2,20,34,22
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",28-11-2025 11:00:00,25.7808257,84.7446768,CO,7,35,8
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",28-11-2025 11:00:00,25.7808257,84.7446768,OZONE,22,121,27
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",28-11-2025 11:00:00,24.7955,84.9994,PM2.5,75,314,160
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",28-11-2025 11:00:00,24.7955,84.9994,NO2,9,9,9
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",28-11-2025 11:00:00,25.42742023,86.13886079,PM10,30,114,49
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",28-11-2025 11:00:00,26.80365,84.51954,NO2,5,9,8
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",28-11-2025 11:00:00,26.80365,84.51954,OZONE,22,23,23
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",28-11-2025 11:00:00,25.251013,86.989001,NO2,6,11,8
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",28-11-2025 11:00:00,25.251013,86.989001,SO2,30,62,45
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",28-11-2025 11:00:00,25.265194,87.012947,PM10,49,106,83
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",28-11-2025 11:00:00,25.265194,87.012947,NO2,6,10,8
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",28-11-2025 11:00:00,16.554731,80.64911,CO,32,57,35
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",28-11-2025 11:00:00,17.72,83.3,NH3,NA,NA,NA
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",28-11-2025 11:00:00,17.72,83.3,CO,NA,NA,NA
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",28-11-2025 11:00:00,27.103358,93.679645,PM10,33,136,83
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",28-11-2025 11:00:00,27.103358,93.679645,NO2,6,6,6
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",28-11-2025 11:00:00,26.071318,91.87488,NO2,NA,NA,NA
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",28-11-2025 11:00:00,13.20488,79.097889,NH3,5,6,6
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",28-11-2025 11:00:00,14.465052,78.824187,OZONE,21,30,22
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",28-11-2025 11:00:00,16.9872867,81.7363176,PM10,112,162,136
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",28-11-2025 11:00:00,16.9872867,81.7363176,NH3,3,4,3
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",28-11-2025 11:00:00,16.9872867,81.7363176,OZONE,19,41,20
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",28-11-2025 11:00:00,13.67,79.35,PM10,88,108,98
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",28-11-2025 11:00:00,11.654054,92.734055,PM2.5,NA,NA,NA
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",28-11-2025 11:00:00,11.654054,92.734055,NH3,NA,NA,NA
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",28-11-2025 11:00:00,11.654054,92.734055,CO,24,24,24
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",28-11-2025 11:00:00,16.5150833,80.5181667,CO,24,48,28
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",28-11-2025 11:00:00,16.5150833,80.5181667,OZONE,19,65,51
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",28-11-2025 11:00:00,14.675886,77.593027,NO2,15,24,22
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",28-11-2025 11:00:00,14.675886,77.593027,CO,24,48,41
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",28-11-2025 11:00:00,26.446912,91.439057,NO2,12,17,14
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",28-11-2025 11:00:00,26.446912,91.439057,CO,18,24,21
India,Assam,Silchar,"Tarapur, Silchar - PCBA",28-11-2025 11:00:00,24.82827,92.79525,OZONE,1,16,2
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",28-11-2025 11:00:00,26.987634,94.636574,PM2.5,24,80,42
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",28-11-2025 11:00:00,26.987634,94.636574,NH3,4,36,12
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",28-11-2025 11:00:00,26.146529,87.454184,PM2.5,17,302,137
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",28-11-2025 11:00:00,13.615387,79.40923,OZONE,16,17,17
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",28-11-2025 11:00:00,16.536107,80.594233,PM2.5,62,94,74
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",28-11-2025 11:00:00,16.536107,80.594233,SO2,11,26,16
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",28-11-2025 11:00:00,16.509717,80.612222,CO,30,38,33
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",28-11-2025 11:00:00,24.792403,84.992416,PM2.5,62,316,158
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",28-11-2025 11:00:00,24.792403,84.992416,CO,38,42,40
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",28-11-2025 11:00:00,24.762518,84.982348,NH3,3,3,3
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",28-11-2025 11:00:00,24.762518,84.982348,SO2,8,10,8
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",28-11-2025 11:00:00,26.146529,87.454184,SO2,14,24,22
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",28-11-2025 11:00:00,26.146529,87.454184,OZONE,10,10,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",28-11-2025 11:00:00,25.5626095,84.663264,CO,26,72,52
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",28-11-2025 11:00:00,26.181742,91.78063,PM2.5,37,306,118
India,Bihar,Patna,"Muradpur, Patna - BSPCB",28-11-2025 11:00:00,25.619651,85.147382,CO,25,85,49
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",28-11-2025 11:00:00,25.599486,85.113666,CO,26,118,51
India,Bihar,Patna,"Samanpura, Patna - BSPCB",28-11-2025 11:00:00,25.596727,85.085624,NH3,5,5,5
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",28-11-2025 11:00:00,25.366336,87.117468,PM2.5,20,113,68
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",28-11-2025 11:00:00,25.366336,87.117468,NH3,3,3,3
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",28-11-2025 11:00:00,25.366336,87.117468,OZONE,19,35,21
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",28-11-2025 11:00:00,25.0328,85.41948,PM2.5,NA,NA,NA
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",28-11-2025 11:00:00,21.194815,81.31477,SO2,5,79,20
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",28-11-2025 11:00:00,21.194815,81.31477,OZONE,3,94,25
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",28-11-2025 11:00:00,21.185571,81.343175,NH3,4,4,4
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",28-11-2025 11:00:00,21.185571,81.343175,SO2,6,11,8
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",28-11-2025 11:00:00,21.224231,81.40835,PM2.5,35,78,53
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",28-11-2025 11:00:00,21.224231,81.40835,PM10,34,110,62
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",28-11-2025 11:00:00,21.224231,81.40835,CO,23,70,36
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",28-11-2025 11:00:00,25.0328,85.41948,SO2,NA,NA,NA
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",28-11-2025 11:00:00,25.0328,85.41948,CO,62,95,87
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",28-11-2025 11:00:00,25.892357,86.590325,NH3,4,4,4
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",28-11-2025 11:00:00,25.892357,86.590325,OZONE,1,16,10
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",28-11-2025 11:00:00,25.859655,85.77944,NH3,1,1,1
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",28-11-2025 11:00:00,25.859655,85.77944,CO,NA,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",28-11-2025 11:00:00,26.2271665,84.3570427,PM2.5,30,277,103
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",28-11-2025 11:00:00,30.735567,76.775714,PM2.5,47,183,88
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",28-11-2025 11:00:00,30.751462,76.762879,OZONE,1,76,6
